community_id,name,house_title,district,monthly_rent,area,monthly_rent_per_sqm,listing_count,source,scraped_at
GZ2069625533687136256,海珠,整租·珠江广场 3室2厅 北,海珠区,8000.0,142.0,56.34,1,贝壳租房列表页,2026-05-25T14:05:32.675261
独栋·与之城市青年之家 富基广场店 市二宫富基广场阳台大一房一厅 1室1厅,,独栋·与之城市青年之家 富基广场店 市二宫富基广场阳台大一房一厅 1室1厅,海珠区,3000.0,50.0,60.0,1,贝壳租房列表页,2026-05-25T14:05:32.675921
GZ2069375578359726080,海珠,整租·益丰花园 1室0厅 东,海珠区,2100.0,35.0,60.0,1,贝壳租房列表页,2026-05-25T14:05:32.676555
独栋·与之城市青年之家 同福西店 同福西地铁300米，精装隔断一房一厅，近太古仓十三行无遮挡 1室1厅,,独栋·与之城市青年之家 同福西店 同福西地铁300米，精装隔断一房一厅，近太古仓十三行无遮挡 1室1厅,海珠区,2500.0,40.0,62.5,1,贝壳租房列表页,2026-05-25T14:05:32.677215
GZ2069355981564805120,海珠,整租·前进路(海珠) 1室0厅 东,海珠区,5300.0,28.0,189.29,1,贝壳租房列表页,2026-05-25T14:05:32.677819
GZ2069400911075082240,海珠,整租·光大花园水岸榕城 1室0厅 东,海珠区,1300.0,12.5,104.0,1,贝壳租房列表页,2026-05-25T14:05:32.678453
GZ2070005999363686400,海珠,整租·星信国际公寓 1室0厅 南,海珠区,2000.0,35.0,57.14,1,贝壳租房列表页,2026-05-25T14:05:32.679070
GZ2069712176406331392,海珠,整租·泓景花园 1室0厅 南,海珠区,1050.0,11.65,90.13,1,贝壳租房列表页,2026-05-25T14:05:32.679662
GZ2070048907055857664,海珠,整租·昌岗东路 2室1厅 南,海珠区,3800.0,63.86,59.51,1,贝壳租房列表页,2026-05-25T14:05:32.680304
GZ2069769906982748160,海珠,整租·保利红棉花园 2室1厅 东,海珠区,2500.0,69.25,36.1,1,贝壳租房列表页,2026-05-25T14:05:32.681048
GZ2069710002930581504,海珠,整租·穗花新村 3室1厅 东南,海珠区,3800.0,65.0,58.46,1,贝壳租房列表页,2026-05-25T14:05:32.681615
GZ2069731901593092096,海珠,整租·金雅苑 3室1厅 南,海珠区,5000.0,90.0,55.56,1,贝壳租房列表页,2026-05-25T14:05:32.682172
GZ2069771992411668480,海珠,整租·同福西路 2室1厅 东,海珠区,2200.0,52.0,42.31,1,贝壳租房列表页,2026-05-25T14:05:32.682747
GZ2070397954568486912,海珠,整租·杏林小区 5室2厅 东/南/西/北,海珠区,23000.0,868.0,26.5,1,贝壳租房列表页,2026-05-25T14:05:32.683295
GZ2070087059141296128,海珠,整租·翠园 2室2厅 南,海珠区,5500.0,80.0,68.75,1,贝壳租房列表页,2026-05-25T14:05:32.683801
GZ2070389703588184064,海珠,整租·索丽苑 2室1厅 南,海珠区,3700.0,69.0,53.62,1,贝壳租房列表页,2026-05-25T14:05:32.684314
GZ2070119837325066240,海珠,整租·江南大道中 1室1厅 复式 东,海珠区,1980.0,44.87,44.13,1,贝壳租房列表页,2026-05-25T14:05:32.684827
GZ2070419671944790016,海珠,整租·金沙路 2室1厅 东南,海珠区,3000.0,70.0,42.86,1,贝壳租房列表页,2026-05-25T14:05:32.685338
GZ2070463316618117120,海珠,整租·南华东路 2室1厅 东南,海珠区,2100.0,60.0,35.0,1,贝壳租房列表页,2026-05-25T14:05:32.685841
GZ2070828438805020672,海珠,整租·荟贤大厦 1室0厅 东,海珠区,1200.0,12.0,100.0,1,贝壳租房列表页,2026-05-25T14:05:32.686421
GZ2070834488841076736,海珠,整租·鹅潭明珠苑 4室2厅 西南,海珠区,7000.0,134.26,52.14,1,贝壳租房列表页,2026-05-25T14:05:32.687049
GZ2070486822500171776,海珠,整租·江怡路 1室1厅 东南,海珠区,1800.0,40.0,45.0,1,贝壳租房列表页,2026-05-25T14:05:32.687638
GZ2070715103048630272,海珠,整租·珠江帝景苑合生紫龙府 3室2厅 北,海珠区,10600.0,147.0,72.11,1,贝壳租房列表页,2026-05-25T14:05:32.688202
GZ2070764281074286592,海珠,整租·前进路(海珠) 2室1厅 东南,海珠区,2700.0,60.0,45.0,1,贝壳租房列表页,2026-05-25T14:05:32.688726
GZ2070776516223959040,海珠,整租·侨诚花园 2室1厅 东南,海珠区,2300.0,60.0,38.33,1,贝壳租房列表页,2026-05-25T14:05:32.689228
GZ2044675550496161792,海珠,整租·雅致花园 0室0厅 东,海珠区,900.0,12.0,75.0,1,贝壳租房列表页,2026-05-25T14:05:32.689743
